Product Name,Colors,Pic Urls,Care Infor
Extra-slim-fit suit in checked virgin-wool serge,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50458881_404_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458881_404_600?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458881_404_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458881_404_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458881_404_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458881_404_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458881_404_342?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458881_404_343?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458881_404_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458881_404_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50458881_404_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50458881_404_300?$large$=&fit=crop,1&align=1,1",Do Not Wash;Do Not Bleach;Do Not Tumble Dry;Iron Medium Heat;Reduced Dry Clean
Slim-fit suit in patterned virgin-wool serge,Beige;Purple,"https://images.hugoboss.com/is/image/boss/hbeu50458874_261_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458874_261_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458874_261_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458874_261_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458874_261_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458874_261_342?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458874_261_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458874_261_343?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458874_261_600?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458874_261_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50458874_261_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50458874_510_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50458874_261_300?$large$=&fit=crop,1&align=1,1",Do Not Wash;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Reduced Dry Clean
Regular-fit suit in checked virgin-wool serge,Purple,"https://images.hugoboss.com/is/image/boss/hbeu50458869_510_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458869_510_600?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458869_510_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458869_510_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458869_510_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458869_510_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458869_510_342?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458869_510_343?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458869_510_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458869_510_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50458869_510_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50458869_510_300?$large$=&fit=crop,1&align=1,1",Do Not Wash;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Reduced Dry Clean
Slim-fit suit in wool with two-way stretch,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50458941_404_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458941_404_600?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458941_404_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458941_404_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458941_404_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458941_404_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458941_404_342?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458941_404_343?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458941_404_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458941_404_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50458941_404_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50458941_404_300?$large$=&fit=crop,1&align=1,1",Do Not Wash;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Reduced Dry Clean;careinstructioncode.000610
Slim-fit suit in performance-stretch cloth,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50459752_404_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50459752_404_600?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50459752_404_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50459752_404_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50459752_404_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50459752_404_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50459752_404_342?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50459752_404_343?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50459752_404_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50459752_404_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50459752_404_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50459752_404_300?$large$=&fit=crop,1&align=1,1",careinstructioncode.S30R;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Reduced Dry Clean;careinstructioncode.000612
Slim-fit suit in performance-stretch cloth,Black,"https://images.hugoboss.com/is/image/boss/hbeu50458942_001_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458942_001_600?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458942_001_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458942_001_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458942_001_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458942_001_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458942_001_342?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458942_001_343?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458942_001_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458942_001_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50458942_001_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50458942_001_300?$large$=&fit=crop,1&align=1,1",Do Not Wash;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Reduced Dry Clean;careinstructioncode.000610
Regular-fit suit in checked virgin-wool serge,Dark Green,"https://images.hugoboss.com/is/image/boss/hbeu50458915_305_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458915_305_600?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458915_305_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458915_305_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458915_305_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458915_305_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458915_305_342?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458915_305_343?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458915_305_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458915_305_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50458915_305_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50458915_305_300?$large$=&fit=crop,1&align=1,1",Do Not Wash;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Reduced Dry Clean
Regular-fit suit in checked virgin wool,Dark Grey,"https://images.hugoboss.com/is/image/boss/hbeu50458887_029_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458887_029_600?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458887_029_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458887_029_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458887_029_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458887_029_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458887_029_342?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458887_029_343?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458887_029_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458887_029_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50458887_029_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50458887_029_300?$large$=&fit=crop,1&align=1,1",Do Not Wash;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Reduced Dry Clean
Slim-fit suit in patterned virgin-wool serge,Dark Green,"https://images.hugoboss.com/is/image/boss/hbeu50458904_305_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458904_305_600?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458904_305_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458904_305_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458904_305_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458904_305_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458904_305_342?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458904_305_343?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458904_305_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50458904_305_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50458904_305_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50458904_305_300?$large$=&fit=crop,1&align=1,1",Do Not Wash;Do Not Bleach;Do Not Tumble Dry;Iron Medium Heat;Reduced Dry Clean
Slim-fit suit in patterned fabric with wool,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50459099_417_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50459099_417_600?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50459099_417_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50459099_417_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50459099_417_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50459099_417_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50459099_417_342?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50459099_417_343?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50459099_417_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50459099_417_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50459099_417_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50459099_417_300?$large$=&fit=crop,1&align=1,1",Do Not Wash;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Reduced Dry Clean
Packable extra-slim-fit suit in stretch seersucker fabric,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50462297_405_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50462297_405_600?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50462297_405_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50462297_405_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50462297_405_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50462297_405_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50462297_405_342?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50462297_405_343?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50462297_405_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50462297_405_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50462297_405_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50462297_405_300?$large$=&fit=crop,1&align=1,1",Do Not Wash;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Reduced Dry Clean
Extra-slim-fit suit in a stretch-virgin-wool blend,Dark Blue;Black,"https://images.hugoboss.com/is/image/boss/hbeu50463719_405_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50463719_405_600?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50463719_405_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50463719_405_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50463719_405_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50463719_405_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50463719_405_342?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50463719_405_343?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50463719_405_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50463719_405_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50463719_405_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50463719_001_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50463719_405_300?$large$=&fit=crop,1&align=1,1",Do Not Wash;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Reduced Dry Clean
Extra-slim-fit three-piece tuxedo in a wool blend,Black,"https://images.hugoboss.com/is/image/boss/hbeu50463312_001_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50463312_001_600?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50463312_001_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50463312_001_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50463312_001_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50463312_001_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50463312_001_342?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50463312_001_343?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50463312_001_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50463312_001_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50463312_001_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50463312_001_300?$large$=&fit=crop,1&align=1,1",Do Not Wash;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Reduced Dry Clean
Regular-fit suit in checked responsible virgin wool,Grey;Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50464849_030_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464849_030_600?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464849_030_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464849_030_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464849_030_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464849_030_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464849_030_342?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464849_030_343?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464849_030_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464849_030_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464849_030_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464849_404_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464849_030_300?$large$=&fit=crop,1&align=1,1",Do Not Wash;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Reduced Dry Clean
Regular-fit suit in checked responsible virgin wool,Dark Blue;Grey,"https://images.hugoboss.com/is/image/boss/hbeu50464849_404_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464849_404_600?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464849_404_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464849_404_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464849_404_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464849_404_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464849_404_342?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464849_404_343?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464849_404_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464849_404_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464849_404_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464849_030_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464849_404_300?$large$=&fit=crop,1&align=1,1",Do Not Wash;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Reduced Dry Clean
Slim-fit three-piece suit in checked virgin wool,Black,"https://images.hugoboss.com/is/image/boss/hbeu50464867_001_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464867_001_600?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464867_001_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464867_001_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464867_001_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464867_001_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464867_001_342?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464867_001_343?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464867_001_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464867_001_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464867_001_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464867_001_300?$large$=&fit=crop,1&align=1,1",Do Not Wash;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Reduced Dry Clean
Three-piece slim-fit suit in patterned virgin wool,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50464861_404_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464861_404_600?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464861_404_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464861_404_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464861_404_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464861_404_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464861_404_342?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464861_404_343?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464861_404_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464861_404_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464861_404_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464861_404_300?$large$=&fit=crop,1&align=1,1",Do Not Wash;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Reduced Dry Clean
Slim-fit suit in striped virgin wool,Grey;Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50464865_030_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464865_030_600?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464865_030_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464865_030_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464865_030_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464865_030_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464865_030_342?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464865_030_343?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464865_030_240?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50464865_030_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464865_030_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464865_404_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50464865_030_300?$large$=&fit=crop,1&align=1,1",Do Not Wash;Do Not Bleach;Do Not Tumble Dry;Iron Medium Heat;Reduced Dry Clean
